Date,TYO,F,GM,HMC,STLA
2015-10-07,16.31,14.75,33.05,32.25,14.82
2015-10-08,16.31,14.99,33.43,32.5,15.5
2015-10-09,16.4,14.97,32.95,32.72,15.67
2015-10-12,16.25,14.98,33.02,32.75,15.91
2015-10-13,16.23,14.94,33.13,32.2,15.72
2015-10-14,15.88,15.01,33.33,31.76,15.81
2015-10-15,16.1,15.22,33.32,32.37,16.32
2015-10-16,16.067,15.28,33.15,32.49,16.22
2015-10-19,16.11,15.36,33.24,32.19,16.47
2015-10-20,16.28,15.38,33.48,32.0,15.94
2015-10-21,16.1,15.41,35.42,32.7,15.2
2015-10-22,16.06,15.58,35.42,33.04,15.24
2015-10-23,16.3,15.67,35.95,33.83,15.37
2015-10-26,16.18,15.68,35.67,33.8,15.35
2015-10-27,16.084,14.89,34.97,33.38,15.41
2015-10-28,16.32,14.97,35.22,33.83,14.72
2015-10-29,16.58,14.73,34.75,32.98,14.56
2015-10-30,16.4001,14.81,34.91,33.13,14.64
2015-11-02,16.6656,14.75,35.57,33.3,14.89
2015-11-03,16.78,14.81,35.78,33.25,14.65
2015-11-04,16.8695,14.65,35.42,32.09,14.26
2015-11-05,16.87,14.57,35.44,32.81,14.3
2015-11-06,17.19,14.52,35.75,32.51,14.42
2015-11-09,17.3199,14.33,35.67,32.54,14.21
2015-11-10,17.3199,14.28,35.62,32.66,14.05
2015-11-11,17.2657,14.31,35.55,32.57,13.95
2015-11-12,17.065,14.04,35.09,32.22,13.56
2015-11-13,17.0,13.92,34.31,32.13,13.52
2015-11-16,16.94,14.04,35.17,32.61,13.52
2015-11-17,17.0,14.15,35.21,32.43,13.45
2015-11-18,17.0,14.46,36.46,32.81,13.43
2015-11-19,16.755,14.57,36.14,32.95,13.84
2015-11-20,16.88,14.6,36.34,32.78,14.04
2015-11-23,16.79,14.55,36.08,32.65,14.03
2015-11-24,16.7662,14.55,36.22,32.89,13.91
2015-11-25,16.7662,14.55,36.34,32.6,14.01
2015-11-27,16.67,14.53,36.37,32.63,14.35
2015-11-30,16.65,14.33,36.2,32.68,14.25
2015-12-01,16.42,14.56,36.26,33.32,14.24
2015-12-02,16.43,14.26,35.73,32.93,13.89
2015-12-03,17.05,13.98,35.47,32.52,13.85
2015-12-04,16.8196,14.2,36.25,32.69,14.04
2015-12-07,16.65,14.12,36.13,32.63,14.03
2015-12-08,16.6,13.97,35.48,32.16,13.82
2015-12-09,16.6,13.89,35.45,32.16,13.81
2015-12-10,16.728,13.96,35.63,32.06,13.8
2015-12-11,16.25,13.64,34.55,31.4,13.6
2015-12-14,16.58,13.62,34.39,31.55,13.09
2015-12-15,16.7797,13.87,34.54,31.53,13.5
2015-12-16,16.79,14.36,35.14,32.79,13.71
2015-12-17,16.706,13.98,34.11,32.37,13.81
2015-12-18,16.4,13.8,33.67,31.94,13.72
2015-12-21,16.5,13.73,33.83,32.11,13.96
2015-12-22,16.645,14.2,34.29,32.17,13.7
2015-12-23,16.715,14.36,34.78,32.38,14.22
2015-12-24,16.6312,14.31,34.6,32.4,14.22
2015-12-28,16.53,14.18,34.51,32.22,14.3
2015-12-29,16.7933,14.23,34.5,32.41,14.37
2015-12-30,16.8,14.17,34.33,32.04,14.15
2015-12-31,16.66,14.09,34.01,31.93,13.99
2016-01-04,16.56,13.97,33.31,30.99,9.0
2016-01-05,16.5566,13.72,32.43,30.75,9.07
2016-01-06,16.29,13.11,31.27,30.24,8.54
2016-01-07,16.15,12.7,29.99,29.5,8.26
2016-01-08,16.0989,12.54,29.53,28.89,7.99
2016-01-11,16.17,12.77,30.25,29.36,8.11
2016-01-12,15.99,12.85,30.3,29.89,8.19
2016-01-13,15.77,12.2,30.49,29.7,7.86
2016-01-14,15.7801,12.19,30.3,29.96,7.53
2016-01-15,15.6,11.97,29.57,29.03,7.34
2016-01-19,15.63,11.95,29.4,29.15,7.12
2016-01-20,15.45,11.9,29.42,28.27,6.89
2016-01-21,15.52,12.01,29.55,27.62,7.1
2016-01-22,15.7499,12.14,29.28,28.72,7.29
2016-01-25,15.7499,11.98,29.23,27.88,7.1
2016-01-26,15.5499,12.26,29.65,27.87,7.61
2016-01-27,15.467,11.85,29.21,27.6,7.45
2016-01-28,15.45,11.71,29.02,27.35,7.1
2016-01-29,15.22,11.94,29.64,27.02,7.04
2016-02-01,15.24,12.07,30.11,27.73,7.01
2016-02-02,14.94,11.51,29.65,27.63,6.72
2016-02-03,14.92,11.46,28.92,26.64,6.67
2016-02-04,14.89,11.53,28.64,26.74,6.65
2016-02-05,14.82,11.45,28.54,26.01,6.58
2016-02-08,14.46,11.59,28.68,25.85,6.08
2016-02-09,14.4399,11.35,27.87,25.32,5.88
2016-02-10,14.44,11.34,27.71,25.33,6.18
2016-02-11,14.1416,11.17,26.9,24.85,5.99
2016-02-12,14.4,11.55,27.71,25.14,6.11
2016-02-16,14.6,11.87,28.58,25.93,6.3
2016-02-17,14.812,12.27,29.27,26.24,6.55
2016-02-18,14.41,12.26,29.03,26.25,6.44
2016-02-19,14.4692,12.1,28.78,25.93,6.33
2016-02-22,14.45,12.56,29.63,26.11,6.53
2016-02-23,14.41,12.42,29.38,25.61,6.31
2016-02-24,14.4,12.08,28.84,25.5,6.21
2016-02-25,14.39,12.39,29.5,25.64,6.4
2016-02-26,14.45,12.47,29.63,26.08,6.7
2016-02-29,14.41,12.51,29.44,25.71,6.85
2016-03-01,14.685,13.09,30.01,26.71,7.34
2016-03-02,14.722,13.22,30.15,27.11,7.47
2016-03-03,14.6601,13.54,31.07,27.77,7.68
2016-03-04,14.89,13.59,31.37,28.03,7.74
2016-03-07,15.002,13.62,31.59,27.87,7.67
2016-03-08,14.71,13.23,30.68,27.55,7.31
2016-03-09,14.99,13.19,30.54,27.65,7.4
2016-03-10,15.0692,13.15,30.82,27.64,7.27
2016-03-11,15.1816,13.29,31.26,28.23,7.6
2016-03-14,15.15,13.27,31.18,27.94,7.77
2016-03-15,15.13,13.23,31.05,27.64,7.6
2016-03-16,15.035,13.5,31.69,27.41,7.83
2016-03-17,14.7742,13.47,31.96,27.68,7.83
2016-03-18,14.78,13.64,31.96,27.58,8.07
2016-03-21,14.972,13.66,32.08,27.68,7.99
2016-03-22,14.75,13.59,31.9,27.59,7.98
2016-03-23,14.73,13.26,31.31,27.04,7.77
2016-03-24,14.8,13.06,30.96,26.69,7.62
2016-03-28,14.72,13.09,31.02,27.12,7.66
2016-03-29,14.392,13.2,31.19,27.38,7.82
2016-03-30,14.44,13.35,30.99,26.95,8.15
2016-03-31,14.335,13.5,31.43,27.34,8.06
2016-04-01,14.33,13.1,30.47,26.29,7.73
2016-04-04,14.25,12.8,29.9,26.17,7.69
2016-04-05,14.105,12.77,29.6,25.63,7.36
2016-04-06,14.19,12.82,29.94,26.06,7.26
2016-04-07,14.05,12.52,29.42,25.68,6.92
2016-04-08,14.1573,12.55,29.37,26.4,7.21
2016-04-11,14.0601,12.66,29.53,26.14,7.37
2016-04-12,14.2599,12.81,29.71,27.2,7.32
2016-04-13,14.19,13.06,30.78,27.89,7.63
2016-04-14,14.1701,13.09,30.72,27.9,7.58
2016-04-15,14.13,12.94,30.56,27.54,7.52
2016-04-18,14.24,13.25,31.31,27.88,7.76
2016-04-19,14.22,13.44,31.97,28.5,8.04
2016-04-20,14.32,13.64,32.19,28.39,8.17
2016-04-21,14.515,13.65,32.66,28.24,8.19
2016-04-22,14.56,13.61,32.18,28.65,8.01
2016-04-25,14.62,13.58,31.95,28.69,8.18
2016-04-26,14.7,13.75,32.19,28.71,8.04
2016-04-27,14.3801,13.66,32.16,28.47,8.17
2016-04-28,14.36,14.09,32.44,27.23,8.26
2016-04-29,14.35,13.56,31.8,26.96,8.09
2016-05-02,14.49,13.62,31.75,27.11,8.21
2016-05-03,14.2537,13.43,31.25,26.76,7.96
2016-05-04,14.22,13.31,30.59,26.47,7.83
2016-05-05,14.02,13.32,30.54,26.63,7.65
2016-05-06,14.07,13.44,30.96,27.43,7.72
2016-05-09,14.07,13.32,30.78,27.63,7.59
2016-05-10,14.03,13.49,31.35,28.25,7.82
2016-05-11,14.0401,13.32,31.08,27.46,7.6
2016-05-12,14.12,13.35,31.18,27.61,7.62
2016-05-13,13.95,13.22,30.52,26.28,7.65
2016-05-16,14.05,13.32,30.67,27.13,7.52
2016-05-17,14.055,13.14,30.63,26.85,7.02
2016-05-18,14.53,13.16,30.75,26.8,7.05
2016-05-19,14.4,13.09,30.32,26.59,6.82
2016-05-20,14.38,13.19,30.57,26.8,7.04
2016-05-23,14.3027,13.13,30.59,26.64,6.68
2016-05-24,14.4,13.29,31.05,27.04,6.93
2016-05-25,14.396,13.52,31.65,27.6,7.14
2016-05-26,14.27,13.46,31.29,27.75,7.09
2016-05-27,14.5,13.45,31.39,27.17,6.92
2016-05-31,14.4672,13.49,31.28,27.98,7.17
2016-06-01,14.33,13.11,30.22,27.7,7.04
2016-06-02,14.155,13.21,30.26,27.28,7.13
2016-06-03,13.8,13.04,29.6,27.11,7.0
2016-06-06,13.89,13.18,29.99,27.18,7.01
2016-06-07,13.86,13.38,30.23,27.29,7.28
2016-06-08,13.79,13.36,29.57,27.35,7.27
2016-06-09,13.7125,13.26,29.36,26.89,7.15
2016-06-10,13.6,13.1,29.06,26.4,6.87
2016-06-13,13.51,12.98,29.08,25.93,6.64
2016-06-14,13.657,12.84,28.83,25.6,6.59
2016-06-15,13.5244,13.01,28.86,26.04,6.56
2016-06-16,13.4,13.12,29.02,25.96,6.56
2016-06-17,13.47,13.26,29.23,25.95,6.76
2016-06-20,13.64,13.42,29.65,26.27,7.04
2016-06-21,13.9505,13.22,29.51,26.41,7.06
2016-06-22,13.6303,13.18,29.32,25.93,6.92
2016-06-23,13.6,13.4,29.82,26.63,7.19
2016-06-24,13.28,12.52,28.35,25.27,6.31
2016-06-27,13.12,12.16,27.51,24.76,5.96
2016-06-28,12.9342,12.39,27.74,25.22,6.06
2016-06-29,13.0,12.55,28.17,25.51,6.0
2016-06-30,12.9501,12.57,28.3,25.33,6.12
2016-07-01,12.8725,12.72,28.89,25.12,6.24
2016-07-05,12.8,12.4,28.17,24.85,5.68
2016-07-06,12.81,12.57,28.4,24.48,5.7
2016-07-07,12.71,12.75,28.74,24.58,5.72
2016-07-08,12.63,13.09,29.66,25.09,6.12
2016-07-11,12.76,13.27,30.13,25.78,6.39
2016-07-12,12.985,13.45,30.6,26.07,6.64
2016-07-13,12.81,13.48,30.63,26.28,6.56
2016-07-14,13.21,13.59,30.76,25.93,6.76
2016-07-15,13.2978,13.57,30.77,26.47,6.75
2016-07-18,13.27,13.65,30.87,26.64,6.73
2016-07-19,13.22,13.65,31.25,26.47,6.56
2016-07-20,13.24,13.74,31.49,26.58,6.87
2016-07-21,13.23,13.92,32.03,26.91,6.91
2016-07-22,13.1912,13.84,32.16,26.82,6.86
2016-07-25,13.02,13.83,32.06,26.89,6.88
2016-07-26,13.02,13.86,32.15,26.96,7.0
2016-07-27,13.0409,13.84,32.02,27.14,6.7
2016-07-28,13.1,12.71,30.99,26.99,6.38
2016-07-29,12.89,12.66,31.54,27.12,6.41
2016-08-01,12.843,12.48,31.3,27.29,6.33
2016-08-02,13.15,11.94,29.93,28.05,6.08
2016-08-03,13.1059,12.13,30.24,28.32,6.62
2016-08-04,13.1059,12.08,30.34,28.79,6.51
2016-08-05,12.99,12.19,30.8,28.96,6.75
2016-08-08,13.12,12.18,30.88,29.22,6.77
2016-08-09,13.02,12.31,31.07,29.22,6.87
2016-08-10,13.05,12.25,31.25,29.1,6.9
2016-08-11,13.0701,12.31,31.75,29.4,6.91
2016-08-12,13.0701,12.33,31.57,29.15,6.89
2016-08-15,13.096,12.43,31.86,29.3,6.96
2016-08-16,13.19,12.34,31.71,29.28,6.81
2016-08-17,13.19,12.39,31.85,29.88,6.8
2016-08-18,13.0,12.33,31.55,29.97,6.81
2016-08-19,13.25,12.39,31.83,30.63,6.7
2016-08-22,13.1018,12.36,31.87,30.97,6.71
2016-08-23,13.18,12.42,31.9,30.58,6.84
2016-08-24,13.1248,12.3,31.78,30.6,6.87
2016-08-25,13.46,12.47,31.54,30.62,6.92
2016-08-26,13.45,12.38,31.53,30.23,6.88
2016-08-29,13.28,12.47,31.81,30.62,6.84
2016-08-30,13.17,12.55,31.67,30.9,6.96
2016-08-31,13.2,12.6,31.92,30.81,6.88
2016-09-01,13.17,12.44,31.8,30.78,6.81
2016-09-02,13.3,12.5,32.16,30.96,6.71
2016-09-06,13.07,12.67,32.12,30.77,6.81
2016-09-07,13.01,12.7,31.89,30.88,6.94
2016-09-08,13.29,12.73,31.71,30.84,6.84
2016-09-09,13.6499,12.38,30.48,30.09,6.67
2016-09-12,13.3182,12.7,31.18,30.41,6.71
2016-09-13,13.5527,12.38,30.94,30.1,6.52
2016-09-14,13.4001,12.14,30.71,29.62,6.39
2016-09-15,13.41,12.11,31.12,29.48,6.52
2016-09-16,13.4425,12.11,30.97,28.92,6.35
2016-09-19,13.47,12.11,31.72,29.03,6.55
2016-09-20,13.55,12.0,31.65,28.98,6.31
2016-09-21,13.41,12.09,32.11,29.77,6.41
2016-09-22,13.18,12.18,32.39,30.19,6.54
2016-09-23,13.17,12.17,32.12,29.49,6.43
2016-09-26,13.0,12.01,31.8,29.03,6.19
2016-09-27,13.04,11.98,31.6,29.05,6.09
2016-09-28,13.04,12.09,31.9,29.17,6.23
2016-09-29,13.01,11.97,31.48,28.83,6.14
2016-09-30,13.09,12.07,31.77,28.92,6.4
2016-10-03,12.93,12.1,32.04,29.01,6.46
2016-10-04,13.3045,12.2,32.17,29.06,6.41
2016-10-05,13.45,12.48,32.68,29.9,6.58
2016-10-06,13.51,12.39,32.53,29.59,6.52
2016-10-07,13.59,12.29,32.34,29.46,6.47
2016-10-10,13.56,12.12,32.15,29.64,6.57
2016-10-11,13.55,11.99,31.89,29.15,6.5
2016-10-12,13.26,11.96,31.68,29.28,6.36
2016-10-13,13.46,11.91,31.51,29.24,6.16
2016-10-14,13.7,11.91,31.87,29.41,6.3
2016-10-17,13.51,11.88,31.56,29.15,6.28
2016-10-18,13.45,11.89,31.4,29.52,6.27
2016-10-19,13.48,12.01,31.85,29.28,6.34
2016-10-20,13.48,11.97,31.75,29.67,6.36
2016-10-21,13.439,12.02,32.04,29.79,6.3
2016-10-24,13.5,12.19,32.98,29.69,6.51
2016-10-25,13.44,11.85,31.6,29.92,6.54
2016-10-26,13.53,11.88,31.58,29.94,6.95
2016-10-27,13.68,11.74,31.33,29.95,7.2
2016-10-28,13.81,11.72,31.32,29.82,7.19
2016-10-31,13.96,11.74,31.6,29.83,7.32
2016-11-01,13.59,11.61,31.48,29.03,7.24
2016-11-02,13.5,11.4,31.45,28.38,6.78
2016-11-03,13.57,11.35,31.07,28.39,6.79
2016-11-04,13.47,11.34,31.16,27.71,6.75
2016-11-07,13.5061,11.58,32.02,28.31,7.2
2016-11-08,13.9,11.48,31.73,28.43,7.09
2016-11-09,14.45,11.58,30.96,27.93,6.92
2016-11-10,14.5625,11.94,32.73,28.35,7.59
2016-11-11,14.61,12.28,34.02,28.25,7.65
2016-11-14,14.995,12.06,33.28,28.52,7.06
2016-11-15,14.9124,12.04,33.43,28.63,7.52
2016-11-16,14.9101,12.0,33.23,28.54,7.56
2016-11-17,15.04,11.87,33.42,28.95,7.47
2016-11-18,15.27,11.76,33.0,28.71,7.43
2016-11-21,15.2701,11.79,33.01,28.6,7.54
2016-11-22,15.1511,11.89,33.81,28.52,7.59
2016-11-23,15.13,11.9,33.86,28.68,7.62
2016-11-25,15.499,12.04,34.25,29.41,7.7
2016-11-28,15.12,11.92,34.05,29.28,7.65
2016-11-29,15.1489,11.92,34.57,29.41,7.55
2016-11-30,15.47,11.96,34.53,29.74,7.66
2016-12-01,15.64,12.43,36.43,29.62,7.74
2016-12-02,15.45,12.24,35.41,29.37,7.63
2016-12-05,15.36,12.44,34.94,29.43,8.11
2016-12-06,15.35,12.56,35.07,29.51,8.27
2016-12-07,15.4,13.06,36.3,30.02,8.47
2016-12-08,15.465,13.03,36.42,30.32,8.45
2016-12-09,15.64,13.17,37.66,30.63,8.41
2016-12-12,15.64,12.82,37.1,30.21,8.48
2016-12-13,15.51,12.77,37.36,30.3,8.64
2016-12-14,15.87,12.53,35.95,30.01,8.5
2016-12-15,16.25,12.58,36.24,30.19,8.73
2016-12-16,16.2313,12.63,36.37,30.13,8.8
2016-12-19,15.9011,12.66,36.4,30.2,8.86
2016-12-20,15.9428,12.78,36.61,30.16,9.08
2016-12-21,15.85,12.64,36.42,30.02,9.05
2016-12-22,15.95,12.4,35.69,30.17,8.83
2016-12-23,15.87,12.46,35.69,30.21,9.04
2016-12-27,15.96,12.39,35.54,29.88,9.1
2016-12-28,15.8,12.25,35.15,29.57,8.99
2016-12-29,15.55,12.23,35.14,29.28,9.06
2016-12-30,15.44,12.13,34.84,29.19,9.12
2017-01-03,15.56,12.59,35.15,29.61,9.55
2017-01-04,15.46,13.17,37.09,30.66,9.68
2017-01-05,15.06,12.77,36.39,30.66,9.81
2017-01-06,15.23,12.76,35.99,30.47,10.42
2017-01-09,15.1179,12.63,36.01,30.43,10.57
2017-01-10,15.27,12.85,37.35,30.1,10.81
2017-01-11,15.158,12.67,37.95,30.18,11.09
2017-01-12,15.1343,12.59,37.51,30.16,9.95
2017-01-13,15.1151,12.63,37.34,30.08,9.73
2017-01-17,14.9,12.61,37.31,29.66,9.49
2017-01-18,15.2,12.41,37.47,29.99,9.67
2017-01-19,15.3,12.43,37.3,30.35,9.94
2017-01-20,15.36,12.36,37.01,30.44,10.01
2017-01-23,14.99,12.31,36.65,30.36,10.28
2017-01-24,15.18,12.61,37.0,30.31,10.88
2017-01-25,15.57,12.79,38.28,30.79,10.98
2017-01-26,15.4806,12.37,37.52,30.73,11.06
2017-01-27,15.0261,12.49,37.01,30.08,11.08
2017-01-30,15.42,12.37,36.33,29.95,10.81
2017-01-31,15.21,12.36,36.61,29.72,10.99
2017-02-01,15.35,12.32,36.14,29.96,10.98
2017-02-02,15.27,12.28,35.73,30.22,10.9
2017-02-03,15.2857,12.56,36.33,31.06,11.03
2017-02-06,15.0,12.52,36.83,30.87,10.77
2017-02-07,15.01,12.34,35.1,31.38,10.27
2017-02-08,14.73,12.38,35.14,31.73,10.59
2017-02-09,14.87,12.38,35.08,31.33,10.81
2017-02-10,15.15,12.51,35.17,31.57,10.75
2017-02-13,15.175,12.56,35.52,32.13,10.94
2017-02-14,15.35,12.65,37.24,32.01,11.42
2017-02-15,15.44,12.63,37.08,31.79,11.52
2017-02-16,15.25,12.54,37.03,31.5,11.55
2017-02-17,15.1337,12.58,37.22,31.61,11.35
2017-02-21,15.18,12.69,37.81,31.78,11.43
2017-02-22,15.08,12.67,37.84,31.86,11.38
2017-02-23,14.975,12.56,37.25,31.62,11.05
2017-02-24,14.75,12.47,36.9,31.45,10.79
2017-02-27,14.99,12.66,37.27,31.24,11.07
2017-02-28,14.85,12.53,36.84,30.97,10.97
2017-03-01,15.27,12.69,37.43,31.29,11.04
2017-03-02,15.39,12.66,37.76,30.99,10.98
2017-03-03,15.2368,12.65,38.23,31.15,11.22
2017-03-06,15.38,12.52,37.91,30.96,11.04
2017-03-07,15.4206,12.46,37.52,31.07,10.95
2017-03-08,15.5595,12.53,37.27,30.94,10.98
2017-03-09,15.6865,12.5,36.83,30.94,10.89
2017-03-10,15.59,12.53,36.83,31.05,10.91
2017-03-13,15.6722,12.54,36.87,31.05,11.11
2017-03-14,15.6053,12.55,36.96,30.75,11.06
2017-03-15,15.26,12.65,37.09,31.16,11.32
2017-03-16,15.39,12.7,37.08,31.19,11.58
2017-03-17,15.21,12.48,36.33,31.04,11.47
2017-03-20,15.08,12.28,35.71,30.99,11.3
2017-03-21,14.99,11.72,34.55,30.79,10.7
2017-03-22,14.8751,11.77,34.39,30.62,10.97
2017-03-23,14.76,11.67,34.26,30.73,10.79
2017-03-24,14.8747,11.62,34.56,30.78,10.81
2017-03-27,14.76,11.46,34.71,30.81,10.91
2017-03-28,14.9106,11.65,35.56,30.81,11.13
2017-03-29,14.9106,11.68,35.54,30.79,11.07
2017-03-30,14.89,11.68,35.41,30.65,10.98
2017-03-31,14.7769,11.64,35.36,30.26,10.93
2017-04-03,14.63,11.44,34.17,30.13,10.41
2017-04-04,14.651,11.37,34.27,29.63,10.39
2017-04-05,14.7776,11.26,34.0,29.03,10.11
2017-04-06,14.6307,11.27,34.16,28.72,10.27
2017-04-07,14.73,11.23,33.71,28.77,10.12
2017-04-10,14.69,11.25,33.97,28.66,10.09
2017-04-11,14.42,11.28,33.92,28.76,10.19
2017-04-12,14.35,11.23,33.94,28.57,10.05
2017-04-13,14.2558,11.11,33.39,28.45,9.7
2017-04-17,14.271,11.28,33.9,28.69,9.78
2017-04-18,14.02,11.14,33.69,28.4,9.74
2017-04-19,14.13,11.19,33.79,28.19,9.97
2017-04-20,14.2699,11.47,34.1,28.48,10.22
2017-04-21,14.21,11.34,33.75,28.52,10.09
2017-04-24,14.3101,11.43,33.91,28.82,10.56
2017-04-25,14.49,11.48,33.99,28.96,10.54
2017-04-26,14.41,11.6,34.38,29.08,11.65
2017-04-27,14.37,11.47,34.54,29.01,11.27
2017-04-28,14.32,11.47,34.64,29.1,11.37
2017-05-01,14.41,11.42,34.2,29.08,11.41
2017-05-02,14.33,10.92,33.2,28.89,10.92
2017-05-03,14.4,11.07,33.48,28.92,11.02
2017-05-04,14.526,11.0,33.15,28.99,11.2
2017-05-05,14.5382,11.14,33.77,29.14,11.37
2017-05-08,14.59,11.13,33.97,29.0,11.2
2017-05-09,14.6885,11.16,34.26,28.47,11.0
2017-05-10,14.74,11.04,34.23,28.48,11.07
2017-05-11,14.64,11.01,34.11,28.6,10.87
2017-05-12,14.3916,10.92,33.62,28.12,10.87
2017-05-15,14.4116,10.94,33.82,28.33,11.14
2017-05-16,14.39,10.94,33.42,27.99,10.93
2017-05-17,14.11,10.76,32.42,27.48,10.59
2017-05-18,14.11,10.79,32.47,27.66,10.47
2017-05-19,14.145,10.87,32.72,27.68,10.5
2017-05-22,14.11,11.1,32.92,27.74,10.76
2017-05-23,14.22,11.05,33.22,27.74,10.32
2017-05-24,14.22,10.96,33.2,27.97,10.56
2017-05-25,14.22,10.86,32.6,27.65,10.58
2017-05-26,14.1,10.93,33.07,27.63,10.55
2017-05-30,14.02,11.08,33.53,27.79,10.41
2017-05-31,13.94,11.12,33.93,27.93,10.57
2017-06-01,14.03,11.41,34.43,28.29,11.14
2017-06-02,13.834,11.35,34.45,28.69,11.04
2017-06-05,13.84,11.25,34.46,28.2,10.93
2017-06-06,13.7368,11.12,34.43,28.29,10.83
2017-06-07,13.7712,11.07,34.34,28.25,10.94
2017-06-08,13.87,11.1,34.11,28.13,10.86
2017-06-09,13.9499,11.13,34.34,27.94,10.76
2017-06-12,13.88,11.28,34.68,27.98,10.99
2017-06-13,13.94,11.27,34.51,28.08,11.0
2017-06-14,13.64,11.22,34.61,28.05,10.89
2017-06-15,13.79,11.24,34.6,27.89,10.68
2017-06-16,13.7,11.22,34.29,27.86,10.61
2017-06-19,13.8,11.24,34.35,27.75,10.6
2017-06-20,13.7428,11.12,34.4,27.41,10.57
2017-06-21,13.71,11.04,34.13,27.57,10.71
2017-06-22,13.69,11.13,34.19,27.57,10.9
2017-06-23,13.64,11.04,34.2,27.65,10.84
2017-06-26,13.62,11.18,34.52,27.61,10.86
2017-06-27,13.85,11.08,34.21,27.24,10.73
2017-06-28,13.88,11.09,34.58,27.48,10.96
2017-06-29,14.03,11.17,34.86,27.19,10.67
2017-06-30,14.1,11.19,34.93,27.39,10.63
2017-07-03,14.308,11.56,35.57,27.41,11.07
2017-07-05,14.25,11.3,35.01,27.78,10.96
2017-07-06,14.385,11.18,34.87,27.32,11.05
2017-07-07,14.4145,11.26,34.94,27.26,11.09
2017-07-10,14.3466,11.34,35.19,27.2,11.2
2017-07-11,14.32,11.38,35.4,27.2,11.54
2017-07-12,14.15,11.47,35.5,27.5,11.46
2017-07-13,14.25,11.6,35.86,27.48,11.92
2017-07-14,14.1,11.68,36.35,27.63,11.99
2017-07-17,14.06,11.74,36.38,27.72,11.98
2017-07-18,13.916,11.75,36.43,27.66,11.97
2017-07-19,13.9599,11.83,36.47,27.73,12.05
2017-07-20,13.9,11.7,36.41,27.7,11.96
2017-07-21,13.84,11.53,36.07,27.52,11.75
2017-07-24,13.88,11.29,35.82,27.41,11.75
2017-07-25,14.11,11.27,35.57,27.6,11.72
2017-07-26,13.9616,11.06,35.62,27.6,11.9
2017-07-27,14.05,11.18,35.94,27.67,11.83
2017-07-28,14.0254,11.17,35.77,27.66,11.94
2017-07-31,13.96,11.22,35.98,28.02,12.09
2017-08-01,13.86,10.95,34.76,28.64,12.09
2017-08-02,13.87,11.0,34.82,28.85,11.99
2017-08-03,13.75,10.93,34.77,28.67,11.94
2017-08-04,13.87,10.95,35.27,28.37,12.07
2017-08-07,13.83,10.92,35.3,28.18,12.11
2017-08-08,13.9299,10.89,35.39,28.06,11.88
2017-08-09,13.8,10.92,35.28,27.87,11.77
2017-08-10,13.67,10.77,34.88,27.58,11.64
2017-08-11,13.6372,10.77,34.93,27.56,11.61
2017-08-14,13.74,10.91,35.47,27.74,12.6
2017-08-15,13.846,10.84,35.54,27.65,12.67
2017-08-16,13.76,10.8,35.75,27.72,12.78
2017-08-17,13.62,10.64,35.0,27.36,12.48
2017-08-18,13.62,10.56,34.83,27.54,12.57
2017-08-21,13.61,10.57,34.91,27.54,13.44
2017-08-22,13.674,10.65,35.3,27.88,13.47
2017-08-23,13.5999,10.71,35.49,27.73,14.42
2017-08-24,13.62,10.71,35.52,27.77,14.79
2017-08-25,13.55,10.82,35.6,27.97,14.85
2017-08-28,13.52,10.79,35.51,27.81,14.91
2017-08-29,13.45,10.84,35.52,27.86,14.82
2017-08-30,13.46,10.94,35.82,27.65,14.8
2017-08-31,13.41,11.03,36.54,28.1,15.13
2017-09-01,13.52,11.35,37.36,28.21,15.86
2017-09-05,13.22,11.36,37.23,28.05,15.53
2017-09-06,13.255,11.5,37.67,28.08,16.39
2017-09-07,13.17,11.4,36.91,28.22,16.38
2017-09-08,13.19,11.36,37.0,28.46,16.31
2017-09-11,13.39,11.41,37.35,28.89,16.35
2017-09-12,13.4812,11.59,37.89,29.2,16.37
2017-09-13,13.59,11.62,38.21,29.22,16.37
2017-09-14,13.58,11.56,38.79,29.23,16.71
2017-09-15,13.61,11.62,38.88,29.34,16.66
2017-09-18,13.645,11.63,38.59,29.43,16.82
2017-09-19,13.7074,11.72,38.7,29.54,17.08
2017-09-20,13.8,11.71,38.88,29.65,17.18
2017-09-21,13.8,11.72,39.1,29.73,17.37
2017-09-22,13.75,11.84,39.42,29.91,17.95
2017-09-25,13.66,11.94,40.3,29.93,17.51
2017-09-26,13.66,11.93,40.26,30.01,17.45
2017-09-27,13.88,11.95,40.58,29.85,17.6
2017-09-28,13.8913,11.96,40.58,29.69,17.59
2017-09-29,13.901,11.97,40.38,29.56,17.91
2017-10-02,13.995,12.09,42.15,29.78,17.95
2017-10-03,13.93,12.34,43.45,30.2,17.96
2017-10-04,13.89,12.3,43.78,30.05,17.89
2017-10-05,13.9554,12.25,43.85,30.08,17.71
2017-10-06,14.0,12.31,44.93,30.09,17.6
2017-10-09,13.94,12.34,45.33,30.09,17.74
2017-10-10,13.97,12.39,45.21,30.29,17.8
2017-10-11,13.96,12.38,45.47,30.31,17.96
2017-10-12,13.89,12.12,44.89,30.18,17.6
2017-10-13,13.75,12.05,45.88,30.26,17.75
2017-10-16,13.81,12.12,45.76,30.41,17.67
2017-10-17,13.84,12.27,45.02,30.41,17.34
2017-10-18,13.9001,12.19,45.12,30.46,17.51
