Date,TYO,F,GM,HMC,STLA
2017-10-19,13.8,12.23,45.35,30.44,16.53
2017-10-20,14.001,12.1,45.61,30.23,16.72
2017-10-23,14.09,12.04,45.15,30.37,16.55
2017-10-24,14.12,12.19,46.48,30.74,17.45
2017-10-25,14.22,12.07,45.12,30.46,17.09
2017-10-26,14.2,12.27,45.25,30.8,17.27
2017-10-27,14.1499,12.06,44.64,30.93,17.15
2017-10-30,14.0,12.1,43.37,31.1,17.25
2017-10-31,14.0014,12.27,42.98,31.09,17.35
2017-11-01,13.954,12.35,43.13,31.87,17.58
2017-11-02,13.94,12.42,42.6,32.8,17.86
2017-11-03,13.92,12.36,42.34,32.87,18.15
2017-11-06,13.791,12.33,42.14,33.52,18.13
2017-11-07,13.74,12.16,41.7,33.53,17.87
2017-11-08,13.8247,12.06,42.11,33.64,17.49
2017-11-09,13.85,12.04,42.11,32.97,17.11
2017-11-10,14.0668,12.01,42.66,32.93,17.27
2017-11-13,14.045,12.16,43.57,32.81,17.31
2017-11-14,14.02,12.02,43.0,32.49,17.5
2017-11-15,13.8701,12.0,42.86,32.16,17.26
2017-11-16,13.95,12.04,43.6,32.6,17.56
2017-11-17,13.9,12.01,43.88,32.62,17.36
2017-11-20,13.98,12.13,44.88,32.92,17.53
2017-11-21,13.9812,12.12,44.97,33.12,17.91
2017-11-22,13.855,12.07,44.29,33.16,17.6
2017-11-24,13.88,12.1,44.46,33.13,17.6
2017-11-27,13.8414,12.11,44.17,32.98,17.38
2017-11-28,13.82,12.21,44.92,33.4,17.31
2017-11-29,14.0,12.56,43.81,33.2,17.05
2017-11-30,14.13,12.52,43.09,33.34,17.1
2017-12-01,13.9,12.58,42.79,33.38,17.09
2017-12-04,14.0,12.63,43.05,33.4,17.18
2017-12-05,13.98,12.43,42.8,33.2,17.19
2017-12-06,13.83,12.38,42.15,33.13,16.95
2017-12-07,13.96,12.53,42.02,33.35,17.1
2017-12-08,14.0,12.61,42.02,33.29,17.61
2017-12-11,13.95,12.58,41.67,33.33,17.89
2017-12-12,14.05,12.6,41.53,33.52,17.78
2017-12-13,13.89,12.63,41.4,33.73,17.75
2017-12-14,13.87,12.46,40.81,33.66,17.53
2017-12-15,13.95,12.58,40.95,33.68,17.61
2017-12-18,13.99,12.66,42.15,34.03,18.2
2017-12-19,14.22,12.69,42.49,34.28,18.21
2017-12-20,14.34,12.72,42.52,34.12,18.35
2017-12-21,14.26,12.63,42.16,34.18,18.4
2017-12-22,14.2,12.58,42.02,34.3,18.44
2017-12-26,14.2,12.6,41.8,34.4,18.5
2017-12-27,14.07,12.5,41.31,34.32,18.37
2017-12-28,14.11,12.58,41.38,34.24,18.34
2017-12-29,14.06,12.49,40.99,34.08,17.84
2018-01-02,14.18,12.66,41.8,34.48,18.43
2018-01-03,14.09,12.76,42.82,34.79,19.19
2018-01-04,14.17,12.98,44.14,35.46,20.65
2018-01-05,14.18,13.2,44.01,35.62,21.77
2018-01-08,14.25,13.15,44.22,35.8,21.58
2018-01-09,14.44,13.08,44.05,35.52,21.97
2018-01-10,14.44,13.03,43.0,36.28,21.85
2018-01-11,14.36,13.16,44.19,36.09,23.42
2018-01-12,14.46,13.23,44.07,35.93,23.39
2018-01-16,14.42,13.1,44.19,35.73,22.71
2018-01-17,14.52,12.18,44.03,36.33,23.12
2018-01-18,14.67,12.07,43.86,35.86,23.4
2018-01-19,14.74,12.0,43.15,36.24,23.93
2018-01-22,14.81,12.02,43.29,36.18,24.19
2018-01-23,14.65,11.96,43.38,36.47,24.09
2018-01-24,14.78,12.05,44.16,36.33,24.15
2018-01-25,14.65,11.57,43.16,35.9,24.33
2018-01-26,14.8,11.65,43.49,36.21,24.81
2018-01-29,14.94,11.12,43.02,36.02,24.46
2018-01-30,14.95,11.06,42.7,35.83,24.23
2018-01-31,15.03,10.97,42.41,35.29,24.17
2018-02-01,15.26,10.92,42.43,35.17,24.02
2018-02-02,15.38,10.71,41.0,36.16,22.3
2018-02-05,15.07,10.24,39.54,34.85,21.29
2018-02-06,15.19,10.76,41.86,36.16,22.81
2018-02-07,15.33,10.76,42.39,35.67,22.8
2018-02-08,15.29,10.43,40.75,34.4,21.48
2018-02-09,15.25,10.53,41.46,34.61,21.52
2018-02-12,15.36,10.7,42.0,35.27,21.8
2018-02-13,15.33,10.59,41.4,34.6,21.54
2018-02-14,15.62,10.74,41.81,35.07,22.34
2018-02-15,15.55,10.76,41.85,35.53,22.39
2018-02-16,15.45,10.61,41.09,35.64,22.39
2018-02-20,15.53,10.63,40.77,35.59,22.1
2018-02-21,15.68,10.6,40.56,35.43,22.0
2018-02-22,15.56,10.63,40.91,35.57,21.77
2018-02-23,15.4,10.7,40.91,36.18,21.83
2018-02-26,15.34,10.89,41.54,36.73,21.76
2018-02-27,15.53,10.61,40.17,36.58,21.44
2018-02-28,15.34,10.61,39.35,36.09,21.19
2018-03-01,15.1,10.29,37.79,35.12,20.59
2018-03-02,15.27,10.4,37.43,34.83,20.05
2018-03-05,15.36,10.58,37.74,34.78,20.23
2018-03-06,15.35,10.63,37.93,34.94,21.27
2018-03-07,15.42,10.63,37.74,34.76,21.5
2018-03-08,15.32,10.61,37.84,34.93,21.3
2018-03-09,15.36,10.73,37.84,34.65,21.15
2018-03-12,15.29,10.81,37.83,35.05,21.19
2018-03-13,15.32,10.78,38.01,34.61,21.13
2018-03-14,15.17,11.02,37.69,34.6,20.98
2018-03-15,15.18,11.07,37.85,34.73,21.14
2018-03-16,15.26,11.15,37.94,34.76,21.08
2018-03-19,15.19,11.01,37.01,34.12,20.76
2018-03-20,15.36,10.99,36.89,34.42,21.1
2018-03-21,15.4,11.1,37.58,34.49,21.53
2018-03-22,15.12,10.75,36.35,33.94,20.55
2018-03-23,15.08,10.56,35.17,32.91,20.26
2018-03-26,15.15,10.83,35.99,33.64,20.88
2018-03-27,14.94,10.83,34.87,33.73,20.36
2018-03-28,14.92,10.86,35.47,34.42,19.94
2018-03-29,14.82,11.08,36.34,34.73,20.52
2018-04-02,14.8,10.86,35.76,34.0,19.95
2018-04-03,14.91,11.15,36.94,34.48,21.79
2018-04-04,14.86,11.33,38.03,34.66,22.22
2018-04-05,15.08,11.35,38.0,34.88,22.58
2018-04-06,14.87,11.18,37.68,34.23,22.31
2018-04-09,14.91,11.25,37.83,34.3,22.61
2018-04-10,14.98,11.45,39.07,35.37,23.07
2018-04-11,14.92,11.43,39.0,35.2,22.86
2018-04-12,15.07,11.31,38.83,34.94,23.35
2018-04-13,15.04,11.28,38.73,34.98,23.41
2018-04-16,15.07,11.38,39.17,35.08,23.5
2018-04-17,15.01,11.38,39.22,34.98,24.18
2018-04-18,15.24,11.33,38.93,34.64,24.29
2018-04-19,15.34,10.96,37.77,34.22,23.83
2018-04-20,15.44,10.82,37.61,34.18,23.61
2018-04-23,15.6,11.04,37.69,34.16,23.95
2018-04-24,15.58,10.96,37.93,34.16,23.73
2018-04-25,15.7,11.11,38.11,34.6,23.48
2018-04-26,15.56,11.43,38.25,34.76,23.5
2018-04-27,15.51,11.49,37.65,34.21,22.51
2018-04-30,15.4,11.24,36.74,34.36,21.83
2018-05-01,15.53,11.26,36.42,33.91,21.91
2018-05-02,15.48,11.21,36.2,33.18,22.63
2018-05-03,15.41,11.2,36.15,33.26,22.49
2018-05-04,15.42,11.36,36.71,33.47,22.92
2018-05-07,15.4,11.34,36.34,33.22,22.84
2018-05-08,15.48,11.27,36.33,33.14,22.69
2018-05-09,15.61,11.06,36.27,32.61,22.33
2018-05-10,15.57,11.21,37.16,32.82,22.51
2018-05-11,15.51,11.19,36.89,33.08,22.7
2018-05-14,15.61,11.18,36.63,33.31,22.55
2018-05-15,15.84,11.22,36.94,32.85,22.38
2018-05-16,15.92,11.4,38.03,33.15,22.28
2018-05-17,15.99,11.46,38.3,33.1,22.18
2018-05-18,15.8,11.33,37.79,32.98,21.86
2018-05-21,15.84,11.51,38.09,33.24,22.34
2018-05-22,15.84,11.52,38.28,33.05,22.62
2018-05-23,15.62,11.44,37.85,33.02,22.47
2018-05-24,15.44,11.62,38.39,32.38,22.26
2018-05-25,15.3,11.51,38.3,32.04,21.82
2018-05-29,14.8,11.44,37.38,31.73,20.92
2018-05-30,14.9707,11.55,37.83,31.53,22.21
2018-05-31,14.93,11.55,42.7,31.76,23.23
2018-06-01,15.22,11.71,43.2,32.01,21.55
2018-06-04,15.31,11.74,43.78,32.17,20.82
2018-06-05,15.19,11.83,43.41,31.95,20.98
2018-06-06,15.4,11.97,43.93,32.21,21.17
2018-06-07,15.25,12.03,44.01,32.13,21.39
2018-06-08,15.29,12.1,44.25,32.16,21.15
2018-06-11,15.32,12.03,44.85,32.67,21.29
2018-06-12,15.3,12.11,44.18,32.16,21.11
2018-06-13,15.42,12.02,44.45,32.4,20.98
2018-06-14,15.28,11.89,43.57,32.12,21.23
2018-06-15,15.19,11.88,43.91,31.82,20.85
2018-06-18,15.21,11.99,43.95,31.67,20.83
2018-06-19,15.05,11.89,42.26,31.29,20.64
2018-06-20,15.25,11.87,41.95,31.03,20.36
2018-06-21,15.09,11.71,41.12,30.65,19.16
2018-06-22,15.15,11.65,41.25,30.54,19.17
2018-06-25,15.0,11.5,40.61,30.04,19.06
2018-06-26,14.97,11.52,41.01,30.12,19.19
2018-06-27,14.88,11.42,40.37,29.28,18.96
2018-06-28,14.8,11.28,40.52,29.31,18.65
2018-06-29,14.86,11.07,39.4,29.27,18.89
2018-07-02,14.95,11.1,39.5,29.0,19.09
2018-07-03,14.88,10.99,38.97,28.9,18.9
2018-07-05,14.86,11.05,39.47,29.12,20.03
2018-07-06,14.8,11.06,39.16,29.19,20.0
2018-07-09,14.94,11.2,39.75,29.45,20.23
2018-07-10,14.96,11.25,40.09,29.61,20.26
2018-07-11,14.89,11.07,39.3,29.01,19.31
2018-07-12,14.89,11.05,39.27,29.18,19.42
2018-07-13,14.84,10.98,39.36,29.3,19.43
2018-07-16,14.89,10.85,39.56,29.15,19.43
2018-07-17,14.91,10.86,40.03,29.64,19.67
2018-07-18,14.93,10.87,39.87,29.52,19.43
2018-07-19,14.97,10.82,39.31,29.38,19.53
2018-07-20,14.99,10.56,39.4,29.19,19.32
2018-07-23,15.25,10.47,39.27,29.26,18.98
2018-07-24,15.17,10.57,39.48,29.65,19.28
2018-07-25,15.24,10.52,37.65,29.86,17.0
2018-07-26,15.25,9.89,36.75,29.99,16.75
2018-07-27,15.17,9.93,37.53,30.33,16.91
2018-07-30,15.32,10.07,37.67,30.43,17.13
2018-07-31,15.22,10.04,37.91,30.66,16.98
2018-08-01,15.35,9.9,37.14,30.6,16.6
2018-08-02,15.26,9.92,36.62,30.11,17.24
2018-08-03,15.13,10.04,37.73,30.66,16.91
2018-08-06,15.09,10.03,37.6,30.29,16.82
2018-08-07,15.25,10.08,37.58,30.73,16.76
2018-08-08,15.19,10.05,37.66,30.73,16.9
2018-08-09,15.1,9.91,37.51,30.24,16.66
2018-08-10,14.85,9.74,36.59,30.09,16.14
2018-08-13,14.88,9.46,36.16,29.69,16.09
2018-08-14,14.9169,9.5,36.2,29.94,15.97
2018-08-15,14.8,9.45,35.94,29.43,15.61
2018-08-16,14.87,9.51,36.29,29.79,15.61
2018-08-17,14.84,9.55,36.38,30.0,15.77
2018-08-20,14.65,9.72,36.77,30.22,16.32
2018-08-21,14.75,9.86,36.91,30.33,16.56
2018-08-22,14.7,9.69,36.13,30.48,16.45
2018-08-23,14.66,9.63,35.67,29.96,16.31
2018-08-24,14.72,9.68,35.95,29.68,16.82
2018-08-27,14.73,9.99,37.69,30.43,17.63
2018-08-28,14.86,10.01,37.32,30.48,17.61
2018-08-29,14.84,9.97,37.12,30.54,17.5
2018-08-30,14.76,9.7,36.36,30.03,17.26
2018-08-31,14.72,9.48,36.05,29.63,17.11
2018-09-04,14.89,9.47,35.6,28.98,17.27
2018-09-05,14.89,9.49,35.29,28.67,16.96
2018-09-06,14.81,9.43,34.38,28.75,16.78
2018-09-07,15.04,9.27,33.91,28.65,16.56
2018-09-10,15.04,9.38,33.87,28.57,16.89
2018-09-11,15.16,9.31,33.77,28.44,17.01
2018-09-12,15.12,9.34,34.06,28.16,17.46
2018-09-13,15.03,9.37,34.25,28.6,17.46
2018-09-14,15.16,9.45,34.63,28.9,17.5
2018-09-17,15.21,9.55,35.02,28.98,17.45
2018-09-18,15.36,9.58,35.1,29.69,17.61
2018-09-19,15.42,9.78,35.73,30.28,18.0
2018-09-20,15.41,9.81,36.08,30.6,18.34
2018-09-21,15.4,9.85,35.32,30.87,18.29
2018-09-24,15.45,9.59,34.75,30.66,18.31
2018-09-25,15.53,9.39,33.55,30.73,17.99
2018-09-26,15.4,9.27,33.73,30.3,18.24
2018-09-27,15.39,9.23,33.67,30.35,17.91
2018-09-28,15.41,9.25,33.67,30.08,17.51
2018-10-01,15.46,9.32,34.2,30.42,17.99
2018-10-02,15.34,9.2,33.3,30.46,17.88
2018-10-03,15.61,9.13,34.0,29.37,17.7
2018-10-04,15.77,9.15,34.25,29.15,17.59
2018-10-05,15.87,9.12,34.12,28.85,17.38
2018-10-08,15.88,9.26,34.25,28.94,17.16
2018-10-09,15.81,8.95,32.65,28.28,17.0
2018-10-10,15.82,8.82,32.6,27.84,16.1
2018-10-11,15.58,8.81,32.31,27.14,16.17
2018-10-12,15.58,8.64,31.79,27.21,16.15
2018-10-15,15.59,8.81,32.12,27.05,16.22
2018-10-16,15.65,8.8,32.34,27.7,16.84
2018-10-17,15.69,8.76,31.93,27.58,16.07
2018-10-18,15.68,8.51,31.08,27.13,15.49
2018-10-19,15.71,8.5,31.2,27.17,15.51
2018-10-22,15.76,8.41,31.34,27.08,16.09
2018-10-23,15.56,8.59,32.12,27.18,16.58
2018-10-24,15.34,8.18,30.56,26.04,15.24
2018-10-25,15.51,8.99,32.0,26.63,16.09
2018-10-26,15.21,8.98,32.65,26.75,16.02
2018-10-29,15.32,9.28,33.13,26.7,16.01
2018-10-30,15.31,9.46,33.54,27.81,15.38
2018-10-31,15.53,9.55,36.59,28.5,15.11
2018-11-01,15.57,9.29,36.47,28.84,15.69
2018-11-02,15.78,9.38,36.03,28.43,16.17
2018-11-05,15.68,9.53,36.25,28.6,16.34
2018-11-06,15.71,9.54,36.46,29.3,16.4
2018-11-07,15.71,9.6,36.88,28.89,16.88
2018-11-08,15.78,9.46,36.57,28.46,16.6
2018-11-09,15.72,9.38,35.7,28.5,16.26
2018-11-12,15.44,9.49,35.69,28.16,15.78
2018-11-13,15.49,9.54,35.93,28.14,16.37
2018-11-14,15.35,9.54,35.23,28.3,16.52
2018-11-15,15.34,9.31,35.55,28.22,16.58
2018-11-16,15.18,9.05,35.75,28.21,16.45
2018-11-19,15.16,9.25,35.68,28.05,16.42
2018-11-20,15.18,9.06,35.09,27.6,15.82
2018-11-21,15.18,9.11,35.55,27.93,16.19
2018-11-23,15.1147,9.13,35.93,27.76,15.97
2018-11-26,15.13,9.4,37.65,28.29,17.05
2018-11-27,15.13,9.28,36.69,28.03,16.7
2018-11-28,15.1,9.41,36.95,28.04,16.98
2018-11-29,15.1,9.37,36.76,27.82,16.87
2018-11-30,14.95,9.41,37.95,28.17,16.59
2018-12-03,14.9,9.6,38.45,28.72,17.26
2018-12-04,14.62,9.18,36.52,27.68,16.49
2018-12-06,14.4,9.02,35.7,27.25,16.0
2018-12-07,14.33,8.82,34.69,26.89,15.34
2018-12-10,14.51,8.52,34.42,26.8,15.33
2018-12-11,14.48,8.54,34.69,26.77,15.43
2018-12-12,14.64,8.64,35.68,27.26,15.85
2018-12-13,14.68,8.5,35.11,27.23,15.66
2018-12-14,14.5,8.52,35.1,26.91,15.47
2018-12-17,14.4262,8.5,34.66,26.54,15.44
2018-12-18,14.35,8.47,34.9,26.88,15.57
2018-12-19,14.2604,8.32,34.93,26.76,15.63
2018-12-20,14.22,8.26,34.27,26.51,15.35
2018-12-21,14.15,8.05,32.98,25.9,14.77
2018-12-24,14.08,7.63,32.37,25.47,14.21
2018-12-26,14.19,7.85,33.52,26.01,14.73
2018-12-27,14.08,7.85,33.96,26.18,14.71
2018-12-28,14.01,7.81,33.92,26.41,14.42
2018-12-31,13.82,7.65,33.45,26.45,14.46
2019-01-02,13.739,7.9,33.64,26.48,14.33
2019-01-03,13.52,7.78,32.25,26.12,14.11
2019-01-04,13.71,8.08,33.33,27.31,14.99
2019-01-07,13.68,8.29,34.36,27.82,15.18
2019-01-08,13.9,8.37,34.81,28.48,15.34
2019-01-09,13.93,8.72,35.18,28.7,15.77
2019-01-10,13.87,8.67,34.73,28.88,16.01
2019-01-11,13.79,8.82,37.18,29.27,16.26
2019-01-14,13.84,8.99,37.66,29.43,16.16
2019-01-15,13.82,8.84,37.55,29.44,16.44
2019-01-16,13.93,8.29,37.67,29.51,16.52
2019-01-17,13.93,8.36,38.26,29.54,16.62
2019-01-18,14.1,8.58,38.61,29.76,16.78
2019-01-22,13.935,8.5,38.15,29.51,16.5
2019-01-23,13.95,8.34,37.67,29.3,16.28
2019-01-24,13.88,8.6,38.16,29.64,16.49
2019-01-25,13.93,8.86,38.64,30.01,16.74
2019-01-28,13.87,8.66,38.46,29.89,16.66
2019-01-29,13.79,8.76,38.47,29.76,16.68
2019-01-30,13.89,8.71,39.09,30.02,17.07
2019-01-31,13.56,8.8,39.02,30.07,17.21
2019-02-01,13.7,8.72,38.78,29.13,17.16
2019-02-04,13.8,8.7,38.93,28.42,17.12
2019-02-05,13.77,8.75,39.3,28.03,17.32
2019-02-06,13.72,8.72,39.91,27.52,17.35
2019-02-07,13.73,8.31,38.65,27.01,15.23
2019-02-08,13.6,8.39,38.7,26.76,14.93
2019-02-11,13.65,8.33,38.63,26.65,14.56
2019-02-12,13.79,8.46,39.03,26.89,14.7
2019-02-13,13.86,8.41,39.0,27.02,14.67
2019-02-14,13.68,8.42,38.89,27.32,14.67
2019-02-15,13.71,8.54,39.09,27.37,14.76
2019-02-19,13.6058,8.83,39.53,27.56,14.83
2019-02-20,13.56,8.94,39.95,27.61,15.04
2019-02-21,13.69,8.71,39.62,27.73,14.79
2019-02-22,13.645,8.71,39.99,28.17,14.79
2019-02-25,13.6409,8.76,40.14,28.39,14.96
2019-02-26,13.71,8.88,40.11,28.51,14.73
2019-02-27,13.74,8.78,40.0,28.45,14.83
2019-02-28,13.82,8.77,39.48,28.27,14.73
2019-03-01,13.96,8.79,39.53,28.35,14.76
2019-03-04,13.85,8.81,39.25,27.7,14.49
2019-03-05,13.84,8.77,39.28,27.6,14.66
2019-03-06,13.73,8.58,38.67,27.64,15.17
2019-03-07,13.56,8.48,38.04,27.1,14.68
2019-03-08,13.52,8.42,37.99,27.05,14.38
2019-03-11,13.53,8.61,38.62,27.43,14.4
2019-03-12,13.42,8.57,38.62,27.34,14.49
2019-03-13,13.43,8.53,38.8,27.4,14.36
2019-03-14,13.49,8.41,38.03,27.22,14.17
2019-03-15,13.4648,8.43,38.07,27.45,14.34
2019-03-18,13.39,8.57,37.98,27.58,14.53
2019-03-19,13.3702,8.7,38.27,27.72,15.11
2019-03-20,13.11,8.51,37.0,27.46,14.84
2019-03-21,13.13,8.69,37.35,27.66,15.0
2019-03-22,12.84,8.54,36.44,27.28,14.5
2019-03-25,12.74,8.51,36.75,27.12,14.78
2019-03-26,12.75,8.76,36.87,27.47,14.84
2019-03-27,12.66,8.62,36.61,27.16,15.11
2019-03-28,12.67,8.77,37.06,27.3,14.8
2019-03-29,12.73,8.78,37.1,27.17,14.85
2019-04-01,12.98,8.98,37.76,27.89,15.24
2019-04-02,12.95,9.01,37.81,28.0,15.42
2019-04-03,13.05,9.13,38.39,28.14,15.37
2019-04-04,13.02,9.24,38.79,28.44,15.35
2019-04-05,13.0,9.25,38.94,28.45,15.44
2019-04-08,13.07,9.3,39.06,28.24,15.78
2019-04-09,13.0,9.21,38.86,28.08,15.53
2019-04-10,12.91,9.33,39.25,28.11,15.7
2019-04-11,13.01,9.39,39.33,27.74,15.66
2019-04-12,13.23,9.45,39.71,27.91,16.07
2019-04-15,13.16,9.33,39.57,27.97,16.18
2019-04-16,13.3,9.36,39.66,27.99,16.44
2019-04-17,13.26,9.5,39.99,28.33,16.65
2019-04-18,13.16,9.55,40.3,28.88,16.48
2019-04-22,13.25,9.5,39.5,28.35,16.52
2019-04-23,13.18,9.5,39.83,28.51,15.7
2019-04-24,13.03,9.57,39.72,27.68,15.45
2019-04-25,13.07,9.4,39.11,27.77,15.37
2019-04-26,12.97,10.41,39.68,27.98,15.52
2019-04-29,13.07,10.32,40.01,28.01,15.52
2019-04-30,12.98,10.45,38.95,27.89,15.41
2019-05-01,13.01,10.3,38.75,27.73,15.1
2019-05-02,13.12,10.34,38.25,27.78,15.04
2019-05-03,13.04,10.41,38.8,27.96,15.86
2019-05-06,12.98,10.37,38.09,27.72,15.68
2019-05-07,12.83,10.38,38.53,27.6,15.23
2019-05-08,12.92,10.34,38.21,26.75,15.18
2019-05-09,12.79,10.2,37.58,26.02,14.76
2019-05-10,12.85,10.38,37.89,26.09,14.72
2019-05-13,12.68,10.08,36.56,25.42,14.34
2019-05-14,12.74,10.24,37.04,25.62,14.48
2019-05-15,12.6,10.36,37.37,25.83,14.75
2019-05-16,12.69,10.4,37.38,25.77,14.81
2019-05-17,12.64,10.29,37.0,25.63,14.83
2019-05-20,12.71,10.28,36.97,25.53,13.37
2019-05-21,12.77,10.24,37.13,25.71,13.26
2019-05-22,12.65,9.97,35.55,25.54,13.03
2019-05-23,12.42,9.85,35.13,25.28,12.73
2019-05-24,12.45,9.83,35.12,25.44,12.85
2019-05-28,12.3,9.78,34.85,25.1,13.78
2019-05-29,12.29,9.71,34.79,25.15,13.55
2019-05-30,12.17,9.74,34.82,25.19,13.4
2019-05-31,11.94,9.52,33.34,24.61,12.62
2019-06-03,11.76,9.61,33.7,24.83,12.82
2019-06-04,11.8662,9.92,35.73,25.48,13.33
2019-06-05,11.86,9.78,35.84,25.63,13.19
2019-06-06,11.88,9.75,35.19,25.45,13.3
2019-06-07,11.755,9.76,35.49,25.58,13.2
2019-06-10,11.9167,9.82,36.01,25.71,13.43
2019-06-11,11.92,9.92,36.2,25.96,13.53
2019-06-12,11.84,9.85,35.67,25.64,13.31
2019-06-13,11.75,10.06,36.02,25.74,13.37
2019-06-14,11.74,9.98,35.66,25.34,13.27
2019-06-17,11.73,10.05,36.14,25.56,13.39
2019-06-18,11.66,10.1,36.7,25.88,13.5
2019-06-19,11.61,10.04,36.78,25.81,13.64
2019-06-20,11.5059,10.04,36.96,25.96,14.0
2019-06-21,11.68,9.99,36.92,25.84,13.9
2019-06-24,11.55,9.95,36.96,25.84,13.99
2019-06-25,11.42,9.84,37.68,25.75,13.77
2019-06-26,11.59,9.91,38.13,25.51,13.81
2019-06-27,11.49,10.2,38.32,25.84,13.91
2019-06-28,11.46,10.23,38.53,25.84,13.82
2019-07-01,11.52,10.15,38.75,26.12,13.91
2019-07-02,11.38,10.12,38.34,26.1,13.99
2019-07-03,11.33,10.2,38.16,26.06,14.28
2019-07-05,11.54,10.2,38.5,26.16,14.12
2019-07-08,11.59,10.2,38.23,26.19,14.01
2019-07-09,11.61,10.14,38.08,26.07,13.93
2019-07-10,11.59,10.11,38.1,26.39,14.01
2019-07-11,11.77,10.19,38.43,26.26,13.95
2019-07-12,11.69,10.49,39.21,26.48,14.13
2019-07-15,11.68,10.42,39.36,26.54,14.18
2019-07-16,11.72,10.51,39.43,26.16,13.63
2019-07-17,11.61,10.33,39.16,25.88,13.61
2019-07-18,11.5,10.26,39.12,25.76,13.66
2019-07-19,11.53,10.2,39.48,25.88,13.37
2019-07-22,11.57,10.02,39.86,25.86,13.34
2019-07-23,11.62,10.17,40.71,26.2,13.85
2019-07-24,11.57,10.33,40.88,26.36,14.12
2019-07-25,11.64,9.56,40.75,26.03,13.74
2019-07-26,11.67,9.57,40.77,25.75,13.7
2019-07-29,11.65,9.6,40.68,25.53,13.64
2019-07-30,11.57,9.55,40.43,25.32,12.97
2019-07-31,11.51,9.53,40.34,24.88,13.19
2019-08-01,11.17,9.31,40.15,24.82,13.0
2019-08-02,11.1,9.28,39.78,24.46,12.99
2019-08-05,10.81,9.23,39.01,24.1,12.96
2019-08-06,10.77,9.48,39.08,24.14,13.32
2019-08-07,10.76,9.53,39.39,23.98,13.22
2019-08-08,10.78,9.56,40.1,24.18,13.22
2019-08-09,10.75,9.45,39.61,23.94,13.07
2019-08-12,10.61,9.29,38.86,23.73,12.99
2019-08-13,10.75,9.26,39.01,23.71,13.12
2019-08-14,10.54,9.0,37.19,22.92,12.52
2019-08-15,10.34,8.86,36.47,22.99,12.3
2019-08-16,10.4522,8.96,37.0,23.32,12.37
2019-08-19,10.48,9.03,37.36,23.31,12.47
2019-08-20,10.38,8.96,36.96,23.2,12.36
2019-08-21,10.46,9.04,37.12,23.28,12.72
2019-08-22,10.5,9.04,37.26,23.21,12.77
2019-08-23,10.31,8.77,36.06,22.9,12.43
2019-08-26,10.32,8.82,36.25,23.4,12.7
2019-08-27,10.25,8.76,35.89,23.31,12.81
2019-08-28,10.22,9.0,36.44,23.46,12.97
2019-08-29,10.27,9.12,36.91,23.48,13.06
2019-08-30,10.26,9.17,37.09,23.66,13.14
2019-09-03,10.21,9.1,36.91,24.05,13.2
2019-09-04,10.15,9.2,38.24,24.33,13.57
2019-09-05,10.4,9.34,38.73,24.78,13.92
2019-09-06,10.37,9.34,38.78,25.22,13.88
2019-09-09,10.58,9.54,39.58,25.56,14.06
2019-09-10,10.79,9.42,39.58,25.97,13.9
2019-09-11,10.84,9.42,39.46,26.54,13.75
2019-09-12,10.93,9.41,39.07,26.98,13.91
2019-09-13,11.24,9.45,38.86,27.1,13.88
2019-09-16,11.1,9.3,37.21,27.01,13.77
2019-09-17,10.99,9.28,38.29,26.99,13.71
2019-09-18,10.98,9.25,38.18,26.54,13.71
2019-09-19,10.98,9.1,37.78,26.65,13.63
2019-09-20,10.8,9.17,37.37,26.68,13.51
2019-09-23,10.76,9.16,37.24,26.67,13.4
2019-09-24,10.54,9.11,36.77,26.26,13.0
2019-09-25,10.74,9.2,37.11,26.5,12.98
2019-09-26,10.68,9.14,37.61,26.61,12.98
2019-09-27,10.63,9.08,37.42,26.26,12.89
2019-09-30,10.61,9.16,37.48,26.08,12.95
2019-10-01,10.52,8.9,36.11,26.15,12.73
2019-10-02,10.41,8.61,34.68,25.71,12.49
2019-10-03,10.25,8.71,34.98,25.73,12.48
2019-10-04,10.18,8.74,34.91,25.95,12.43
2019-10-07,10.29,8.68,34.75,25.58,12.43
2019-10-08,10.25,8.54,33.88,25.17,12.27
2019-10-09,10.3,8.56,34.14,25.62,12.41
2019-10-10,10.5,8.62,34.66,25.76,12.75
2019-10-11,10.72,8.78,35.57,26.33,13.0
2019-10-14,10.66,8.82,35.5,26.24,13.1
2019-10-15,10.79,9.07,36.26,26.78,13.3
2019-10-16,10.73,9.07,36.65,26.82,13.47
2019-10-17,10.75,9.11,36.19,26.8,13.14
2019-10-18,10.73,9.29,36.17,26.69,13.22
2019-10-21,10.83,9.03,35.93,26.72,13.33
2019-10-22,10.77,9.07,36.31,26.62,13.2
2019-10-23,10.76,9.21,36.61,26.69,13.1
2019-10-24,10.77,8.6,35.82,26.83,13.17
2019-10-25,10.85,8.72,36.74,27.05,13.13
2019-10-28,10.95,8.61,36.64,27.21,13.23
2019-10-29,10.91,8.64,38.21,27.48,14.23
2019-10-30,10.79,8.54,37.91,27.42,14.98
2019-10-31,10.56,8.59,37.16,26.97,15.32
2019-11-01,10.63,8.89,37.97,27.47,15.74
2019-11-04,10.78,9.0,38.39,27.68,16.19
2019-11-05,10.97,9.02,38.23,27.81,15.87
2019-11-06,10.87,8.92,38.42,27.67,15.88
2019-11-07,11.12,8.89,38.49,27.92,16.01
